SYMBOL,NAME OF COMPANY,ISIN NUMBER
SHANTI,Shanti Overseas (India) Limited,INE933X01016
SHANTIGEAR,Shanthi Gears Limited,INE631A01022
SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017
SHARDACROP,Sharda Cropchem Limited,INE221J01015
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028
SHAREINDIA,Share India Securities Limited,INE932X01026
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019
SHILCTECH,Shilchar Technologies Limited,INE024F01011
SHILPAMED,Shilpa Medicare Limited,INE790G01031
SHIVALIK,Shivalik Rasayan Limited,INE788J01021
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024
SHIVAMILLS,Shiva Mills Limited,INE644Y01017
SHIVATEX,Shiva Texyarn Limited,INE705C01020
SHIVAUM,Shiv Aum Steels Limited,INE719F01016
SHK,S H Kelkar and Company Limited,INE500L01026
SHOPERSTOP,Shoppers Stop Limited,INE498B01024
SHRADHA,Shradha Infraprojects Limited,INE715Y01031
SHREDIGCEM,Shree Digvijay Cement Co.Limited,INE232A01011
SHREECEM,SHREE CEMENT LIMITED,INE070A01015
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019
SHRENIK,Shrenik Limited,INE632X01030
SHREYANIND,Shreyans Industries Limited,INE231C01019
SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018
SHRIRAMFIN,Shriram Finance Limited,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,INE217L01019
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011
SHYAMTEL,Shyam Telecom Limited,INE635A01023
SICALLOG,Sical Logistics Limited,INE075B01020
SIEMENS,Siemens Limited,INE003A01024
SIGACHI,Sigachi Industries Limited,INE0D0K01022
SIGIND,Signet Industries Limited,INE529F01035
SIGMA,Sigma Solve Limited,INE0A0S01028
SIGNATURE,Signatureglobal (India) Limited,INE903U01023
SIGNPOST,Signpost India Limited,INE0KGZ01021
SIKKO,Sikko Industries Limited,INE112X01025
SIL,Standard Industries Limited,INE173A01025
SILGO,Silgo Retail Limited,INE01II01013
SILGO-RE1,Silgo Retail Limited-RE,INE01II20021
SILINV,SIL Investments Limited,INE923A01015
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012
SILVERTUC,Silver Touch Technologies Limited,INE625X01018
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024
SINCLAIR,Sinclairs Hotels Limited,INE985A01022
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025
SINTERCOM,Sintercom India Limited,INE129Z01016
SIRCA,Sirca Paints India Limited,INE792Z01011
SIS,SIS LIMITED,INE285J01028
SITINET,Siti Networks Limited,INE965H01011
SIYSIL,Siyaram Silk Mills Limited,INE076B01028
SJS,S.J.S. Enterprises Limited,INE284S01014
SJVN,SJVN Limited,INE002L01015
SKFINDIA,SKF India Limited,INE640A01023
SKFINDUS,SKF India (Industrial) Limited,INE2J8701016
SKIPPER,Skipper Limited,INE439E01022
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018
SMARTLINK,Smartlink Holdings Limited,INE178C01020
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,INE103C01036
SMLMAH,SML Mahindra Limited,INE294B01019
SMLT,Sarthak Metals Limited,INE017W01010
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025
SNOWMAN,Snowman Logistics Limited,INE734N01019
SOBHA,Sobha Limited,INE671H01015
SOFTTECH,Softtech Engineers Limited,INE728Z01015
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016
SOLARINDS,Solar Industries India Limited,INE343H01029
SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024
SOLEX,Solex Energy Limited,INE880Y01017
SOMANYCERA,Somany Ceramics Limited,INE355A01028
SOMATEX,Soma Textiles & Industries Limited,INE314C01013
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018
SONAMLimited,SONAM LIMITED,INE00LM01029
SONATSOFTW,Sonata Software Limited,INE269A01021
SOTL,Savita Oil Technologies Limited,INE035D01020
SOUTHBANK,The South Indian Bank Limited,INE683A01023
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015
SPAL,S. P. Apparels Limited,INE212I01016
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014
SPCENET,Spacenet Enterprises India Limited,INE970N01027
SPECIALITY,Speciality Restaurants Limited,INE247M01014
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010
SPENCERS,Spencer's Retail Limited,INE020801028
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011
SPLIL,SPL Industries Limited,INE978G01016
SPLPETRO,Supreme Petrochem Limited,INE663A01033
SPMLINFRA,SPML Infra Limited,INE937A01023
SPORTKING,Sportking India Limited,INE885H01029
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012
SREEL,Sreeleathers Limited,INE099F01013
SRF,SRF Limited,INE647A01010
SRGHFL,SRG Housing Finance Limited,INE559N01010
SRHHYPOLimited,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012
SRM,SRM Contractors Limited,INE0R6Z01013
SRPL,Shree Ram Proteins Limited,INE008Z01020
SSDL,Saraswati Saree Depot Limited,INE0PQ101010
SSWL,Steel Strips Wheels Limited,INE802C01033
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010
STANLEY,Stanley Lifestyles Limited,INE01A001028
STAR,Strides Pharma Science Limited,INE939A01011
STARCEMENT,Star Cement Limited,INE460H01021
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011
STARPAPER,Star Paper Mills Limited,INE733A01018
STARTECK,Starteck Finance Limited,INE992I01013
STCINDIA,The State Trading Corporation of India Limited,INE655A01013
STEELCAS,Steelcast Limited,INE124E01038
STEELCITY,Steel City Securities Limited,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021
STEL,Stel Holdings Limited,INE577L01016
STERTOOLS,Sterling Tools Limited,INE334A01023
STLNETWORK,STL Networks Limited,INE1VXE01018
STLTECH,Sterlite Technologies Limited,INE089C01029
STOVEKRAFT,Stove Kraft Limited,INE00IN01015
STUDDS,Studds Accessories Limited,INE00Q601028
STYL,Seshaasai Technologies Limited,INE04VU01023
STYLAMIND,Stylam Industries Limited,INE239C01020
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028
STYRENIX,Styrenix Performance Materials Limited,INE189B01011
SUBEXLimited,Subex Limited,INE754A01055
SUBROS,Subros Limited,INE287B01021
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029
SULA,Sula Vineyards Limited,INE142Q01026
SUMEETINDS,Sumeet Industries Limited,INE235C01036
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013
SUMIT,Sumit Woods Limited,INE748Z01013
SUMMITSEC,Summit Securities Limited,INE519C01017
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023
SUNDARMFIN,Sundaram Finance Limited,INE660A01013
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021
SUNDROP,Sundrop Brands Limited,INE209A01019
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036
SUNTECK,Sunteck Realty Limited,INE805D01034
SUNTV,Sun TV Network Limited,INE424H01027
SUPERHOUSE,Superhouse Limited,INE712B01010
SUPERSPIN,Super Spinning Mills Limited,INE662A01027
SUPRAJIT,Suprajit Engineering Limited,INE399C01030
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011
SUPREMEIND,Supreme Industries Limited,INE195A01028
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011
SUPRIYA,Supriya Lifescience Limited,INE07RO01027
SURAJEST,Suraj Estate Developers Limited,INE843S01025
SURAJLimited,Suraj Limited,INE713C01016
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027
SURANASOL,Surana Solar Limited,INE272L01022
SURANAT&P,Surana Telecom and Power Limited,INE130B01031
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026
SURYAROSNI,Surya Roshni Limited,INE335A01020
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027
SUVEN,Suven Life Sciences Limited,INE495B01038
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013
SUYOG,Suyog Telematics Limited,INE442P01014
SUZLON,Suzlon Energy Limited,INE040H01021
SVLL,Shree Vasu Logistics Limited,INE00CE01017
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029
SWANCORP,SWAN CORP LIMITED,INE665A01038
SWARAJENG,Swaraj Engines Limited,INE277A01016
SWELECTES,Swelect Energy Systems Limited,INE409B01013
SWIGGY,Swiggy Limited,INE00H001014
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021
SYMPHONY,Symphony Limited,INE225D01027
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025
SYNGENE,Syngene International Limited,INE398R01022
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015
SYSTMTXC,Systematix Corporate Services Limited,INE356B01024
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026
TAKE,Take Solutions Limited,INE142I01023
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029
TANLA,Tanla Platforms Limited,INE483C01032
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020
TARAPUR,Tarapur Transformers Limited,INE747K01017
TARC,TARC Limited,INE0EK901012
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026
TARMAT,Tarmat Limited,INE924H01018
TARSONS,Tarsons Products Limited,INE144Z01023
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017
TATACAP,Tata Capital Limited,INE976I01016
TATACHEM,Tata Chemicals Limited,INE092A01019
TATACOMM,Tata Communications Limited,INE151A01013
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
TATAELXSI,Tata Elxsi Limited,INE670A01012
TATAINVEST,Tata Investment Corporation Limited,INE672A01026
TATAPOWER,Tata Power Company Limited,INE245A01021
TATASTEEL,Tata Steel Limited,INE081A01020
TATATECH,Tata Technologies Limited,INE142M01025
TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011
TBOTEK,TBO Tek Limited,INE673O01025
TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018
TCI,Transport Corporation of India Limited,INE688A01022
TCIEXP,TCI Express Limited,INE586V01016
TCIFINANCE,TCI Finance Limited,INE911B01018
TCPLPACK,TCPL Packaging Limited,INE822C01015
TCS,Tata Consultancy Services Limited,INE467B01029
TDPOWERSYS,TD Power Systems Limited,INE419M01027
TEAMGTY,Team India Guaranty Limited,INE289C01025
TEAMLEASE,Teamlease Services Limited,INE985S01024
TECHM,Tech Mahindra Limited,INE669C01036
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011
TEGA,Tega Industries Limited,INE011K01018
TEJASNET,Tejas Networks Limited,INE010J01012
TEMBO,Tembo Global Industries Limited,INE869Y01010
TENNIND,Tenneco Clean Air India Limited,INE19RI01016
TERASOFT,Tera Software Limited,INE482B01010
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012
TFCILimited,Tourism Finance Corporation of India Limited,INE305A01023
TFL,Transwarranty Finance Limited,INE804H01012
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014
THEINVEST,The Investment Trust Of India Limited,INE924D01017
THEJO,Thejo Engineering Limited,INE121N01019
THELEELA,Leela Palaces Hotels & Resorts Limited,INE0AQ201015
THEMISMED,Themis Medicare Limited,INE083B01024
THERMAX,Thermax Limited,INE152A01029
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027
THOMASCOTT,Thomas Scott (India) Limited,INE480M01011
THYROCARE,Thyrocare Technologies Limited,INE594H01019
TI,Tilaknagar Industries Limited,INE133E01013
TICL,Twamev Construction and Infrastructure Limited,INE388G01026
TIGERLOGS,Tiger Logistics (India) Limited,INE906O01029
TIIL,Technocraft Industries (India) Limited,INE545H01011
TIINDIA,Tube Investments of India Limited,INE974X01010
TIJARIA,Tijaria Polypipes Limited,INE440L01017
TIL,TIL Limited,INE806C01018
TIMETECHNO,Time Technoplast Limited,INE508G01029
TIMKEN,Timken India Limited,INE325A01013
TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016
TIPSFILMS,Tips Films Limited,INE0LQS01015
TIPSMUSIC,Tips Music Limited,INE716B01029
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024
TIRUPATIFL,Tirupati Forge Limited,INE319Y01024
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
TITAN,Titan Company Limited,INE280A01028
TMB,Tamilnad Mercantile Bank Limited,INE668A01016
TMCV,Tata Motors Limited,INE1TAE01010
TMPV,Tata Motors Passenger Vehicles Limited,INE155A01022
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018
TOKYOPLAST,Tokyo Plast International Limited,INE932C01012
TOLINS,Tolins Tyres Limited,INE0RWQ01014
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028
TORNTPOWER,Torrent Power Limited,INE813H01021
TOTAL,Total Transport Systems Limited,INE336X01012
TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013
TPHQ,Teamo Productions HQ Limited,INE065J01024
TPLPLASTEH,TPL Plastech Limited,INE413G01022
TRACXN,Tracxn Technologies Limited,INE0HMF01019
TRANSRAILL,Transrail Lighting Limited,INE454P01035
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015
TRAVELFOOD,Travel Food Services Limited,INE103V01028
TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015
TREL,Transindia Real Estate Limited,INE0O3901029
TRENT,Trent Limited,INE849A01020
TRF,TRF Limited,INE391D01019
TRIDENT,Trident Limited,INE064C01022
TRIGYN,Trigyn Technologies Limited,INE948A01012
TRITURBINE,Triveni Turbine Limited,INE152M01016
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024
TRU,TruCap Finance Limited,INE615R01029
TRUALT,TruAlt Bioenergy Limited,INE0MWH01014
TSFINV,TSF INVESTMENTS LIMITED,INE202Z01029
TTKHLTCARE,TTK Healthcare Limited,INE910C01018
TTKPRESTIG,TTK Prestige Limited,INE690A01028
TTL,T T Limited,INE592B01024
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013
TVSELECT,TVS Electronics Limited,INE236G01019
TVSHLimited,TVS Holdings Limited,INE105A01035
TVSMOTOR,TVS Motor Company Limited,INE494B01023
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027
TVSSRICHAK,TVS Srichakra Limited,INE421C01016
TVTODAY,TV Today Network Limited,INE038F01029
TVVISION,TV Vision Limited,INE871L01013
UBL,United Breweries Limited,INE686F01025
UCAL,UCAL LIMITED,INE139B01016
UCOBANK,UCO Bank,INE691A01018
UDS,Updater Services Limited,INE851I01011
UFBL,United Foodbrands Limited,INE382M01027
UFLEX,UFLEX Limited,INE516A01017
UFO,UFO Moviez India Limited,INE527H01019
UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023
UGROCAP,Ugro Capital Limited,INE583D01011
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018
ULTRACEMCO,UltraTech Cement Limited,INE481G01011
UMAEXPORTS,Uma Exports Limited,INE0GIU01018
UMESLimited,Usha Martin Education & Solutions Limited,INE240C01028
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018
UNICHEMLAB,Unichem Laboratories Limited,INE351A01035
UNIDT,United Drilling Tools Limited,INE961D01019
UNIECOM,Unicommerce Esolutions Limited,INE00U401027
UNIENTER,Uniphos Enterprises Limited,INE037A01022
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011
UNIONBANK,Union Bank of India,INE692A01016
UNIPARTS,Uniparts India Limited,INE244O01017
UNITDSPR,United Spirits Limited,INE854D01024
UNITECH,Unitech Limited,INE694A01020
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01029
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011
UNIVASTU,Univastu India Limited,INE562X01013
UNIVCABLES,Universal Cables Limited,INE279A01012
UNIVPHOTO,Universus Photo Imagings Limited,INE03V001013
UNOMINDA,UNO Minda Limited,INE405E01023
UPL,UPL Limited,INE628A01036
URAVIDEF,Uravi Defence and Technology Limited,INE568Z01015
URBANCO,Urban Company Limited,INE0CAZ01013
URJA,Urja Global Limited,INE550C01020
USHAMART,Usha Martin Limited,INE228A01035
USK,Udayshivakumar Infra Limited,INE0N0Y01013
UTIAMC,UTI Asset Management Company Limited,INE094J01016
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017
UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024
UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031
UYFINCORP,U. Y. Fincorp Limited,INE152C01025
V2RETAIL,V2 Retail Limited,INE945H01013
VADILALIND,Vadilal Industries Limited,INE694D01016
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027
VAISHALI,Vaishali Pharma Limited,INE972X01022
VAKRANGEE,Vakrangee Limited,INE051B01021
VALIANTLAB,Valiant Laboratories Limited,INE0JWS01017
VALIANTORG,Valiant Organics Limited,INE565V01010
VARDHACRLC,Vardhman Acrylics Limited,INE116G01013
VARDMNPOLY,Vardhman Polytex Limited,INE835A01029
VARROC,Varroc Engineering Limited,INE665L01035
VASCONEQ,Vascon Engineers Limited,INE893I01013
VASWANI,Vaswani Industries Limited,INE590L01019
VBL,Varun Beverages Limited,INE200M01039
VCL,Vaxtex Cotfab Limited,INE098201036
VEDL,Vedanta Limited,INE205A01025
VEEDOL,Veedol Corporation Limited,INE484C01030
VENKEYS,Venky's (India) Limited,INE398A01010
VENTIVE,Ventive Hospitality Limited,INE781S01027
VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018
VENUSREM,Venus Remedies Limited,INE411B01019
VERANDA,Veranda Learning Solutions Limited,INE0IQ001011
VERTOZ,Vertoz Limited,INE188Y01031
VESUVIUS,Vesuvius India Limited,INE386A01023
VETO,Veto Switchgears And Cables Limited,INE918N01018
VGL,VARVEE GLOBAL LIMITED,INE273D01019
VGUARD,V-Guard Industries Limited,INE951I01027
VHL,Vardhman Holdings Limited,INE701A01023
VHLimited,Viceroy Hotels Limited,INE048C01025
VIDHIING,Vidhi Specialty Food Ingredients Limited,INE632C01026
VIDYAWIRES,Vidya Wires Limited,INE14UN01029
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024
VIJIFIN,Viji Finance Limited,INE159N01027
VIKASECO,Vikas EcoTech Limited,INE806A01020
VIKASLIFE,Vikas Lifecare Limited,INE161L01027
VIKRAMSOLR,Vikram Solar Limited,INE078V01014
VIKRAN,Vikran Engineering Limited,INE01R501028
VIMTALABS,Vimta Labs Limited,INE579C01029
VINATIORGA,Vinati Organics Limited,INE410B01037
VINCOFE,Vintage Coffee And Beverages Limited,INE498Q01014
VINDHYATEL,Vindhya Telelinks Limited,INE707A01012
VINEET-RE,Vineet Laboratories Limited-RE,INE505Y20010
VINEETLAB,Vineet Laboratories Limited,INE505Y01010
VINNY,Vinny Overseas Limited,INE01KI01027
VINYLINDIA,Vinyl Chemicals (India) Limited,INE250B01029
VIPCLOTHNG,VIP Clothing Limited,INE450G01024
VIPIND,VIP Industries Limited,INE054A01027
VIPULLimited,Vipul Limited,INE946H01037
VIRINCHI,Virinchi Limited,INE539B01017
VISAKAIND,Visaka Industries Limited,INE392A01021
VISASTEEL,Visa Steel Limited,INE286H01012
VISHNU,Vishnu Chemicals Limited,INE270I01022
VISHWARAJ,Vishwaraj Sugar Industries Limited,INE430N01022
VIVIDHA,Visagar Polytex Limited,INE370E01029
VIVIMEDLAB,Vivimed Labs Limited,INE526G01021
VLEGOV,VL E-Governance & IT Solutions Limited,INE03HW01020
VLSFINANCE,VLS Finance Limited,INE709A01018
VMART,V-Mart Retail Limited,INE665J01013
VMM,Vishal Mega Mart Limited,INE01EA01019
VMSTMT,VMS TMT Limited,INE0SJA01013
VOLTAMP,Voltamp Transformers Limited,INE540H01012
VOLTAS,Voltas Limited,INE226A01021
VPRPL,Vishnu Prakash R Punglia Limited,INE0AE001013
VRAJ,Vraj Iron and Steel Limited,INE0S2V01010
VRLLOG,VRL Logistics Limited,INE366I01010
VSSL,Vardhman Special Steels Limited,INE050M01012
VSTIND,VST Industries Limited,INE710A01016
VSTL,Vibhor Steel Tubes Limited,INE0QTF01015
VSTTILLERS,V.S.T Tillers Tractors Limited,INE764D01017
VTL,Vardhman Textiles Limited,INE825A01020
WAAREEENER,Waaree Energies Limited,INE377N01017
WAAREEINDO,Indosolar Limited,INE866K01023
WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021
WABAG,VA Tech Wabag Limited,INE956G01038
WAKEFIT,Wakefit Innovations Limited,INE0E7301029
WALCHANNAG,Walchandnagar Industries Limited,INE711A01022
WANBURY,Wanbury Limited,INE107F01022
WCIL,Western Carriers (India) Limited,INE0CJF01024
WEALTH,Wealth First Portfolio Managers Limited,INE658T01017
WEBELSOLAR,Websol Energy System Limited,INE855C01023
WEIZMANIND,Weizmann Limited,INE080A01014
WEL,Wonder Electricals Limited,INE02WG01024
WELCORP,Welspun Corp Limited,INE191B01025
